date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:47:44	3885/3885	---M-Z	200	added ('OK')	text/css	etag:%225eb03e58-f2d%22	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css	C:/Meus%20Sites/Wesley/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:45	22436/22436	---M-Z	200	added ('OK')	text/html	etag:W/%2263d79a09-57a4%22	https://themewagon.github.io/Cycle/index.html	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/index.html	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:45	3112/3112	---M--	200	added ('OK')	image/png	etag:%2263d79a09-c28%22	https://themewagon.github.io/Cycle/images/logo.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/logo.png	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:45	10884/10884	---M-Z	200	added ('OK')	text/html	etag:W/%2263d79a09-2a84%22	https://themewagon.github.io/Cycle/about.html	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/about.html	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:45	13938/13938	---M-Z	200	added ('OK')	text/html	etag:W/%2263d79a09-3672%22	https://themewagon.github.io/Cycle/cycle.html	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/cycle.html	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:46	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263cf03be-247b%22	https://themewagon.github.io/Cycle/shop.html	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/shop.html	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:46	12764/12764	---M-Z	200	added ('OK')	text/html	etag:W/%2263d79a09-31dc%22	https://themewagon.github.io/Cycle/news.html	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/news.html	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:46	11632/11632	---M-Z	200	added ('OK')	text/html	etag:W/%2263d79a09-2d70%22	https://themewagon.github.io/Cycle/contact.html	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/contact.html	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:46	1350/1350	---M--	200	added ('OK')	image/png	etag:%2263d79a09-546%22	https://themewagon.github.io/Cycle/images/trolly-icon.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/trolly-icon.png	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:46	1195/1195	---M--	200	added ('OK')	image/png	etag:%2263d79a09-4ab%22	https://themewagon.github.io/Cycle/images/search-icon.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/search-icon.png	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:47	961/961	---M--	200	added ('OK')	image/png	etag:%2263d79a09-3c1%22	https://themewagon.github.io/Cycle/images/toggle-icon.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/toggle-icon.png	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:47	874566/874566	---M--	200	added ('OK')	image/png	etag:%2263d79a09-d5846%22	https://themewagon.github.io/Cycle/images/img-1.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/img-1.png	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:47	316772/316772	---M--	200	added ('OK')	image/png	etag:%2263d79a09-4d564%22	https://themewagon.github.io/Cycle/images/img-2.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/img-2.png	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:47	272114/272114	---M--	200	added ('OK')	image/png	etag:%2263d79a09-426f2%22	https://themewagon.github.io/Cycle/images/img-3.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/img-3.png	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:48	274642/274642	---M--	200	added ('OK')	image/png	etag:%2263d79a09-430d2%22	https://themewagon.github.io/Cycle/images/img-4.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/img-4.png	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:48	579000/579000	---M--	200	added ('OK')	image/png	etag:%2263d79a09-8d5b8%22	https://themewagon.github.io/Cycle/images/img-5.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/img-5.png	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:48	81523/81523	---M--	200	added ('OK')	image/png	etag:%2263d79a09-13e73%22	https://themewagon.github.io/Cycle/images/client-img.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/client-img.png	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:48	1259/1259	---M--	200	added ('OK')	image/png	etag:%2263d79a09-4eb%22	https://themewagon.github.io/Cycle/images/quote-icon.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/quote-icon.png	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:49	532437/532437	---M--	200	added ('OK')	image/png	etag:%2263d79a09-81fd5%22	https://themewagon.github.io/Cycle/images/img-6.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/img-6.png	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:49	246022/246022	---M--	200	added ('OK')	image/png	etag:%2263d79a09-3c106%22	https://themewagon.github.io/Cycle/images/img-7.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/img-7.png	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:49	330868/330868	---M--	200	added ('OK')	image/png	etag:%2263d79a09-50c74%22	https://themewagon.github.io/Cycle/images/img-8.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/img-8.png	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:49	1229/1229	---M--	200	added ('OK')	image/png	etag:%2263d79a09-4cd%22	https://themewagon.github.io/Cycle/images/map-icon.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/map-icon.png	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:49	1195/1195	---M--	200	added ('OK')	image/png	etag:%2263d79a09-4ab%22	https://themewagon.github.io/Cycle/images/call-icon.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/call-icon.png	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:50	1222/1222	---M--	200	added ('OK')	image/png	etag:%2263d79a09-4c6%22	https://themewagon.github.io/Cycle/images/mail-icon.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/mail-icon.png	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:50	1247/1247	---M--	200	added ('OK')	image/png	etag:%2263d79a09-4df%22	https://themewagon.github.io/Cycle/images/fb-icon1.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/fb-icon1.png	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:50	1297/1297	---M--	200	added ('OK')	image/png	etag:%2263d79a09-511%22	https://themewagon.github.io/Cycle/images/twitter-icon.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/twitter-icon.png	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:50	1325/1325	---M--	200	added ('OK')	image/png	etag:%2263d79a09-52d%22	https://themewagon.github.io/Cycle/images/linkedin-icon.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/linkedin-icon.png	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:51	1332/1332	---M--	200	added ('OK')	image/png	etag:%2263d79a09-534%22	https://themewagon.github.io/Cycle/images/instagram-icon.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/instagram-icon.png	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:51	87088/87088	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263d79a09-15430%22	https://themewagon.github.io/Cycle/js/jquery.min.js	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/js/jquery.min.js	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:51	19190/19190	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263d79a09-4af6%22	https://themewagon.github.io/Cycle/js/popper.min.js	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/js/popper.min.js	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:51	70808/70808	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263d79a09-11498%22	https://themewagon.github.io/Cycle/js/bootstrap.bundle.min.js	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/js/bootstrap.bundle.min.js	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:51	11324/11324	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263d79a09-2c3c%22	https://themewagon.github.io/Cycle/js/jquery-3.0.0.min.js	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/js/jquery-3.0.0.min.js	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:52	899759/899759	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263d79a09-dbaaf%22	https://themewagon.github.io/Cycle/js/plugin.js	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/js/plugin.js	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:52	45479/45479	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263d79a09-b1a7%22	https://themewagon.github.io/Cycle/js/jquery.mCustomScrollbar.concat.min.js	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/js/jquery.mCustomScrollbar.concat.min.js	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:52	9498/9498	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263d79a09-251a%22	https://themewagon.github.io/Cycle/js/custom.js	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/js/custom.js	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:52	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263b4760b-247b%22	https://themewagon.github.io/Cycle/js/owl.carousel.js	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/js/owl.carousel.js	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:52	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263b4760b-247b%22	https://themewagon.github.io/Cycle/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.js	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.js	(from https://themewagon.github.io/Cycle/?_ga=2.249002119.1054719384.1678732589-763095556.1678367209)
15:47:53	53678/53678	---M-Z	200	added ('OK')	text/css	etag:W/%2263d79a09-d1ae%22	https://themewagon.github.io/Cycle/css/animate.min.css	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/css/animate.min.css	(from https://themewagon.github.io/Cycle/css/style.css)
15:47:53	7381/7381	---M-Z	200	added ('OK')	text/css	etag:W/%2263d79a09-1cd5%22	https://themewagon.github.io/Cycle/css/normalize.css	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/css/normalize.css	(from https://themewagon.github.io/Cycle/css/style.css)
15:47:53	28414/28414	---M-Z	200	added ('OK')	text/css	etag:W/%2263d79a09-6efe%22	https://themewagon.github.io/Cycle/css/icomoon.css	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/css/icomoon.css	(from https://themewagon.github.io/Cycle/css/style.css)
15:47:54	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263cf03be-247b%22	https://themewagon.github.io/Cycle/css/css/font-awesome.min.css	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/css/css/font-awesome.min.css	(from https://themewagon.github.io/Cycle/css/style.css)
15:47:54	3663/3663	---M-Z	200	added ('OK')	text/css	etag:W/%2263d79a09-e4f%22	https://themewagon.github.io/Cycle/css/meanmenu.css	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/css/meanmenu.css	(from https://themewagon.github.io/Cycle/css/style.css)
15:47:54	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263cf03be-247b%22	https://themewagon.github.io/Cycle/css/swiper.min.css	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/css/swiper.min.css	(from https://themewagon.github.io/Cycle/css/style.css)
15:47:54	1884/1884	---M-Z	200	added ('OK')	text/css	etag:W/%2263d79a09-75c%22	https://themewagon.github.io/Cycle/css/slick.css	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/css/slick.css	(from https://themewagon.github.io/Cycle/css/style.css)
15:47:55	14143/14143	---M-Z	200	added ('OK')	text/css	etag:W/%2263d79a09-373f%22	https://themewagon.github.io/Cycle/css/jquery.fancybox.min.css	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/css/jquery.fancybox.min.css	(from https://themewagon.github.io/Cycle/css/style.css)
15:47:55	35973/35973	---M-Z	200	added ('OK')	text/css	etag:W/%2263d79a09-8c85%22	https://themewagon.github.io/Cycle/css/jquery-ui.css	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/css/jquery-ui.css	(from https://themewagon.github.io/Cycle/css/style.css)
15:47:55	3653/3653	---M-Z	200	added ('OK')	text/css	etag:W/%2263d79a09-e45%22	https://themewagon.github.io/Cycle/css/nice-select.css	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/css/nice-select.css	(from https://themewagon.github.io/Cycle/css/style.css)
15:47:56	904054/904054	---M--	200	added ('OK')	image/png	etag:%2263d79a09-dcb76%22	https://themewagon.github.io/Cycle/images/about-bg.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/about-bg.png	(from https://themewagon.github.io/Cycle/css/style.css)
15:47:56	975/975	---M--	200	added ('OK')	image/png	etag:%2263d79a09-3cf%22	https://themewagon.github.io/Cycle/images/toggle-icon1.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/images/toggle-icon1.png	(from https://themewagon.github.io/Cycle/css/responsive.css)
15:47:56	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263cf03be-247b%22	https://themewagon.github.io/Cycle/css/mCSB_buttons.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/css/mCSB_buttons.png	(from https://themewagon.github.io/Cycle/css/jquery.mCustomScrollbar.min.css)
15:47:56	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263cf03be-247b%22	https://themewagon.github.io/Cycle/css/owl.video.play.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/css/owl.video.play.png	(from https://themewagon.github.io/Cycle/css/owl.carousel.min.css)
15:47:57	1362/1362	---M-Z	200	added ('OK')	image/png	etag:%225eb03e58-552%22	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_sprite.png	C:/Meus%20Sites/Wesley/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_sprite.png	(from https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css)
15:47:57	6567/6567	---M-Z	200	added ('OK')	image/gif	etag:%225eb03e58-19a7%22	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_loading.gif	C:/Meus%20Sites/Wesley/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_loading.gif	(from https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css)
15:47:58	43/43	---M-Z	200	added ('OK')	image/gif	etag:%225eb03e58-2b%22	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/blank.gif	C:/Meus%20Sites/Wesley/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/blank.gif	(from https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css)
15:47:59	76/76	---M-Z	200	added ('OK')	image/png	etag:%225eb03e58-4c%22	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_overlay.png	C:/Meus%20Sites/Wesley/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_overlay.png	(from https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css)
15:47:59	5901/5901	---M-Z	200	added ('OK')	image/png	etag:%225eb03e58-170d%22	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_sprite@2x.png	C:/Meus%20Sites/Wesley/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_sprite@2x.png	(from https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css)
15:47:59	13984/13984	---M-Z	200	added ('OK')	image/gif	etag:%225eb03e58-36a0%22	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_loading@2x.gif	C:/Meus%20Sites/Wesley/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_loading@2x.gif	(from https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css)
15:48:00	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263b4760b-247b%22	https://themewagon.github.io/Cycle/fonts/IcoMoon-Free.ttf	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/fonts/IcoMoon-Free.ttf	(from https://themewagon.github.io/Cycle/css/icomoon.css)
15:48:00	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263cf03be-247b%22	https://themewagon.github.io/Cycle/css/images/ui-icons_444444_256x240.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/css/images/ui-icons_444444_256x240.png	(from https://themewagon.github.io/Cycle/css/jquery-ui.css)
15:48:00	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263cf03be-247b%22	https://themewagon.github.io/Cycle/css/images/ui-icons_555555_256x240.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/css/images/ui-icons_555555_256x240.png	(from https://themewagon.github.io/Cycle/css/jquery-ui.css)
15:48:01	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263cf03be-247b%22	https://themewagon.github.io/Cycle/css/images/ui-icons_ffffff_256x240.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/css/images/ui-icons_ffffff_256x240.png	(from https://themewagon.github.io/Cycle/css/jquery-ui.css)
15:48:01	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263cf03be-247b%22	https://themewagon.github.io/Cycle/css/images/ui-icons_777620_256x240.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/css/images/ui-icons_777620_256x240.png	(from https://themewagon.github.io/Cycle/css/jquery-ui.css)
15:48:01	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263cf03be-247b%22	https://themewagon.github.io/Cycle/css/images/ui-icons_cc0000_256x240.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/css/images/ui-icons_cc0000_256x240.png	(from https://themewagon.github.io/Cycle/css/jquery-ui.css)
15:48:01	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263cf03be-247b%22	https://themewagon.github.io/Cycle/css/images/ui-icons_777777_256x240.png	C:/Meus%20Sites/Wesley/themewagon.github.io/Cycle/css/images/ui-icons_777777_256x240.png	(from https://themewagon.github.io/Cycle/css/jquery-ui.css)
